order_id,customer_id,restaurant_id,dish_ordered,order_time,delivery_time,order_status,price,quantity,delivery_address,expected_delivery_time,delivery_partner_id
7084,131,193,Tandoori Chicken,08-09-2024 07:30,08-09-2024 09:22,Successful,745.65,2,"65/93
Gole Street
Jaipur-972234",08-09-2024 08:02,421
7085,156,50,Paneer Tikka,21-07-2024 08:59,21-07-2024 10:34,Successful,446.33,2,"H.No. 11, Date Marg, Vasai-Virar 970752",21-07-2024 09:19,186
7086,92,223,Pav Bhaji,17-06-2024 20:29,17-06-2024 21:32,Cancelled,718.41,2,"H.No. 48, Joshi Nagar, Ongole-713363",17-06-2024 21:03,124
7087,319,225,Tandoori Chicken,23-04-2024 20:21,23-04-2024 22:16,Successful,924.86,5,"236
Raval Ganj
Nangloi Jat-824947",23-04-2024 20:59,51
7088,114,22,Chole Bhature,29-07-2024 02:07,29-07-2024 03:33,Successful,569.41,2,"728, Tank, Pudukkottai-971591",29-07-2024 02:35,59
7089,287,12,Butter Chicken,13-06-2024 09:28,13-06-2024 09:52,Successful,982.19,5,"20/442, Sengupta
Ambala-114804",13-06-2024 09:50,337
7090,479,20,Chole Bhature,30-04-2024 00:41,30-04-2024 02:03,Successful,118.6,5,"13/66, Ram Nagar, Secunderabad 680214",30-04-2024 01:13,191
7091,218,292,Tandoori Chicken,18-03-2024 03:15,18-03-2024 04:44,Successful,998.09,3,"98/279
Kota Chowk, Panipat 772651",18-03-2024 03:42,31
7092,226,149,Tandoori Chicken,16-04-2024 03:10,16-04-2024 03:54,Successful,821.48,5,"908, Sidhu Road, Bally 756993",16-04-2024 03:42,170
7093,284,89,Aloo Paratha,23-02-2024 06:48,23-02-2024 08:45,Successful,662.77,1,"H.No. 034, Soman Chowk
Medininagar 233533",23-02-2024 07:12,239
7094,477,253,Biryani,12-08-2024 09:19,12-08-2024 11:16,Successful,485.91,1,"436, Wadhwa Chowk
Phusro-046520",12-08-2024 09:50,272
7095,124,154,Chole Bhature,29-04-2024 04:15,29-04-2024 05:29,Successful,640.75,2,"01/36
Karpe Circle, Noida-617657",29-04-2024 04:36,35
7096,30,30,Dosa,30-04-2024 15:37,30-04-2024 16:10,Successful,372.26,2,"015, Comar Chowk, Buxar-305037",30-04-2024 15:58,458
7097,497,281,Butter Chicken,10-04-2024 10:25,10-04-2024 12:16,Successful,790.81,3,"66/97
Deol Ganj, Bellary-438265",10-04-2024 10:59,296
7098,93,151,Butter Chicken,13-06-2024 22:02,13-06-2024 22:40,Successful,643.09,2,"220, Contractor
Proddatur-072006",13-06-2024 22:36,184
7099,31,216,Biryani,04-03-2024 16:27,04-03-2024 17:40,Successful,971.08,4,"H.No. 491, Grewal Road
Nagpur 989018",04-03-2024 17:03,499
7100,195,37,Dal Makhani,12-02-2024 10:17,12-02-2024 11:06,Successful,905.83,1,"46/56, Biswas Ganj, Bardhaman-315302",12-02-2024 10:57,332
7101,235,77,Biryani,05-07-2024 11:58,05-07-2024 12:27,Successful,852.66,1,"H.No. 88
Hora Path
Rajkot 637621",05-07-2024 12:23,59
7102,42,29,Dal Makhani,25-08-2024 14:09,25-08-2024 15:14,Cancelled,844.07,3,"H.No. 21, Dar Marg
Haridwar-433344",25-08-2024 14:39,114
7103,352,57,Aloo Paratha,01-09-2024 05:06,01-09-2024 06:44,Successful,693.27,2,"88/00, Dubey Circle
Rajpur Sonarpur 230712",01-09-2024 05:36,166
7104,183,34,Pav Bhaji,01-09-2024 01:30,01-09-2024 01:50,Successful,138.28,3,"91/99
Sibal Street, Sonipat 132546",01-09-2024 01:53,250
7105,11,248,Butter Chicken,08-08-2024 15:15,08-08-2024 16:36,Successful,741.24,1,"H.No. 058, Dua Street, Indore 807781",08-08-2024 15:53,83
7106,151,98,Tandoori Chicken,09-05-2024 07:11,09-05-2024 08:40,Successful,251.08,1,"95
Agate, Shivpuri-067347",09-05-2024 07:51,57
7107,414,88,Samosa,27-06-2024 03:34,27-06-2024 04:49,Successful,945.37,5,"H.No. 684
Sehgal Chowk, Dhanbad 870053",27-06-2024 03:56,418
7108,119,65,Pav Bhaji,30-01-2024 02:29,30-01-2024 04:20,Successful,557.98,4,"90/070, Kala
Agartala-956694",30-01-2024 03:05,237
7109,446,14,Samosa,29-06-2024 09:43,29-06-2024 11:07,Successful,234.21,1,"77, Keer Chowk
Munger-355910",29-06-2024 10:04,124
7110,369,9,Butter Chicken,20-02-2024 23:46,21-02-2024 00:28,Successful,141.03,5,"57
Lalla Path
Bijapur-809775",21-02-2024 00:19,303
7111,423,33,Dal Makhani,15-09-2024 04:12,15-09-2024 05:12,Successful,430.7,5,"H.No. 88
Sengupta Nagar, Salem 101891",15-09-2024 04:40,358
7112,390,283,Samosa,17-05-2024 19:06,17-05-2024 21:00,Successful,812.99,1,"856, Bali Ganj
Eluru-477503",17-05-2024 19:39,191
7113,453,15,Samosa,06-05-2024 08:05,06-05-2024 09:34,Successful,910.18,5,"88/49, Mannan
Nangloi Jat-070724",06-05-2024 08:43,362
7114,193,299,Dosa,31-07-2024 08:02,31-07-2024 08:26,Cancelled,545.09,3,"290
Deshpande Ganj, Khandwa 330155",31-07-2024 08:27,488
7115,111,269,Dal Makhani,03-09-2024 15:13,03-09-2024 16:41,Successful,730.91,5,"04/353
Dora Ganj
Naihati 365862",03-09-2024 15:35,230
7116,82,168,Butter Chicken,07-04-2024 05:45,07-04-2024 07:27,Successful,522.46,5,"87/517
Ramesh Road, Bhind 982736",07-04-2024 06:13,319
7117,117,67,Tandoori Chicken,23-01-2024 09:30,23-01-2024 10:08,Successful,429.19,5,"H.No. 693, Korpal Marg, Rohtak 832044",23-01-2024 10:06,42
7118,414,268,Aloo Paratha,25-07-2024 15:17,25-07-2024 16:01,Successful,998.3,1,"144
Gaba Nagar, Ujjain 317890",25-07-2024 15:38,24
7119,132,7,Pav Bhaji,27-02-2024 21:26,27-02-2024 22:09,Successful,909.89,2,"72/33
Chaudhari Street
Ramgarh-494495",27-02-2024 21:55,370
7120,378,289,Tandoori Chicken,21-08-2024 04:50,21-08-2024 05:40,Successful,865.72,5,"H.No. 170, Mall Road
Shahjahanpur 429591",21-08-2024 05:12,184
7121,346,105,Samosa,31-05-2024 09:56,31-05-2024 10:31,Successful,496.08,2,"88, Gokhale Ganj
Durg-136705",31-05-2024 10:36,370
7122,283,120,Aloo Paratha,13-09-2024 07:18,13-09-2024 08:23,Successful,249.36,2,"H.No. 690
Gara Zila
Nangloi Jat-426948",13-09-2024 07:47,487
7123,215,180,Dal Makhani,25-05-2024 11:06,25-05-2024 12:55,Successful,516.92,5,"H.No. 05, Contractor Marg, Dehri-599748",25-05-2024 11:37,355
7124,14,181,Dosa,27-07-2024 06:11,27-07-2024 06:36,Successful,118.38,2,"162, Sidhu Street
Srikakulam 510330",27-07-2024 06:41,244
7125,116,150,Dosa,28-07-2024 23:37,29-07-2024 01:05,Successful,841.95,2,"62/096, Kade Street, Narasaraopet-677812",28-07-2024 23:57,280
7126,131,272,Butter Chicken,24-01-2024 17:04,24-01-2024 18:16,Successful,175.89,1,"61, Bhattacharyya Chowk, Imphal 033199",24-01-2024 17:42,472
7127,311,151,Dosa,05-08-2024 16:16,05-08-2024 18:15,Successful,328.51,5,"H.No. 377, Sha Chowk
Aurangabad 837949",05-08-2024 16:40,297
7128,321,273,Butter Chicken,04-02-2024 11:43,04-02-2024 12:35,Successful,693.29,2,"93/121, Borah Path, Amaravati 254160",04-02-2024 12:07,391
7129,9,237,Tandoori Chicken,17-06-2024 02:34,17-06-2024 03:00,Successful,456.28,3,"71
Som Nagar, Nizamabad 926765",17-06-2024 03:01,239
7130,195,241,Chole Bhature,19-04-2024 19:38,19-04-2024 20:19,Successful,180.64,1,"34/937
Sandal Circle
Agartala-746495",19-04-2024 20:04,284
7131,406,41,Pav Bhaji,29-04-2024 13:46,29-04-2024 15:30,Successful,153.55,1,"H.No. 318
Subramaniam Zila, Bihar Sharif-588293",29-04-2024 14:23,414
7132,118,53,Aloo Paratha,05-02-2024 09:59,05-02-2024 10:45,Successful,962.05,2,"333, Kurian Marg
Hyderabad-411598",05-02-2024 10:32,89
7133,179,264,Dosa,08-08-2024 04:24,08-08-2024 05:36,Successful,628.92,1,"H.No. 80, Virk Nagar, Panvel-301878",08-08-2024 04:52,302
7134,468,143,Dosa,17-06-2024 07:32,17-06-2024 09:10,Successful,802.19,4,"08
Chandran Street, Adoni-955290",17-06-2024 07:52,199
7135,403,216,Aloo Paratha,02-05-2024 06:18,02-05-2024 07:38,Successful,550.67,2,"54, Batra Path
Ghaziabad-681215",02-05-2024 06:40,81
7136,33,219,Chole Bhature,13-07-2024 06:00,13-07-2024 07:30,Successful,130.88,2,"H.No. 62
Bail Street, Purnia-166289",13-07-2024 06:21,377
7137,322,260,Paneer Tikka,15-03-2024 03:20,15-03-2024 04:09,Successful,119.4,4,"87
Chopra
Bhopal 049712",15-03-2024 03:55,446
7138,119,133,Pav Bhaji,18-07-2024 21:29,18-07-2024 22:29,Successful,847.89,3,"16/43
Rege Nagar
Dhanbad 412975",18-07-2024 22:01,38
7139,482,200,Aloo Paratha,03-06-2024 15:57,03-06-2024 17:14,Successful,761.19,2,"18, Sule Street, Bhagalpur 569686",03-06-2024 16:23,284
7140,229,110,Dosa,13-01-2024 19:12,13-01-2024 20:38,Successful,400.8,1,"H.No. 600, Walia Chowk, South Dumdum 675493",13-01-2024 19:52,383
7141,451,37,Dosa,02-02-2024 23:59,03-02-2024 01:06,Successful,200.4,3,"H.No. 840
Kade Path, Mathura 937124",03-02-2024 00:30,315
7142,457,22,Biryani,30-06-2024 20:29,30-06-2024 20:49,Successful,843.91,4,"H.No. 47
Anand Street
Kavali 551351",30-06-2024 21:06,294
7143,182,102,Biryani,03-05-2024 08:00,03-05-2024 09:06,Successful,509.72,5,"29
Maharaj, Nagercoil 271871",03-05-2024 08:28,90
7144,72,297,Dosa,28-05-2024 14:43,28-05-2024 15:41,Successful,378.07,2,"H.No. 46
Vyas Chowk, Haridwar-425781",28-05-2024 15:09,235
7145,34,184,Tandoori Chicken,02-06-2024 18:51,02-06-2024 20:33,Successful,892.93,3,"11
Ghosh
Belgaum 925824",02-06-2024 19:30,382
7146,243,145,Pav Bhaji,18-03-2024 17:48,18-03-2024 18:27,Successful,218,5,"H.No. 477, Mann Ganj
Arrah 665888",18-03-2024 18:12,327
7147,170,74,Chole Bhature,15-03-2024 20:21,15-03-2024 20:52,Successful,870.03,4,"08, Kata Street, Shahjahanpur-127433",15-03-2024 20:57,58
7148,195,155,Samosa,01-03-2024 15:23,01-03-2024 16:16,Successful,695.4,5,"548, Chauhan Circle
Srinagar-452863",01-03-2024 15:53,213
7149,402,40,Biryani,06-06-2024 23:32,07-06-2024 00:29,Successful,470.41,1,"428
Sharaf Road
Hindupur-347715",06-06-2024 23:55,72
7150,476,160,Samosa,01-06-2024 20:42,01-06-2024 21:38,Successful,583.4,2,"46, Setty Zila, Varanasi 009483",01-06-2024 21:21,291
7151,345,225,Aloo Paratha,25-04-2024 07:29,25-04-2024 07:54,Successful,789.76,2,"H.No. 25, Zacharia Chowk, Kadapa 871083",25-04-2024 07:54,304
7152,215,209,Biryani,27-05-2024 22:55,27-05-2024 23:30,Successful,989.53,1,"H.No. 29
Bali Ganj, Ajmer 492920",27-05-2024 23:19,413
7153,309,67,Samosa,24-02-2024 06:41,24-02-2024 07:17,Successful,970.73,3,"78/890
Tella Circle, Bijapur 252939",24-02-2024 07:19,241
7154,280,99,Aloo Paratha,07-09-2024 15:32,07-09-2024 16:51,Successful,390.85,5,"24/57, Dixit Chowk
Akola 516457",07-09-2024 16:04,197
7155,492,48,Samosa,23-08-2024 17:34,23-08-2024 19:12,Successful,900.27,3,"26, Bhat Marg, Anand-583190",23-08-2024 18:01,424
7156,443,130,Tandoori Chicken,10-06-2024 23:13,10-06-2024 23:46,Successful,983.65,1,"H.No. 81, Chaudhari
Amaravati-969900",10-06-2024 23:38,293
7157,339,8,Tandoori Chicken,13-07-2024 23:12,14-07-2024 00:30,Successful,572.61,4,"71/32
Bali Nagar, Maheshtala 607247",13-07-2024 23:42,191
7158,141,176,Pav Bhaji,11-02-2024 00:53,11-02-2024 02:44,Successful,459.04,3,"H.No. 839
Kamdar Street
Surendranagar Dudhrej 807023",11-02-2024 01:25,137
7159,366,41,Samosa,24-05-2024 06:48,24-05-2024 08:13,Successful,710.64,3,"818
Jani Circle
Satna-027716",24-05-2024 07:12,140
7160,459,52,Pav Bhaji,06-02-2024 20:20,06-02-2024 20:53,Successful,812.62,5,"81/557, Sani Street
Kulti 831381",06-02-2024 20:42,299
7161,72,115,Biryani,15-05-2024 02:19,15-05-2024 03:39,Successful,804.55,5,"30/23, Dash Path, Indore-538974",15-05-2024 02:54,170
7162,268,96,Biryani,15-04-2024 03:28,15-04-2024 05:18,Successful,390.87,2,"H.No. 015, Thaker Path, Nadiad 427984",15-04-2024 03:53,44
7163,274,234,Paneer Tikka,02-06-2024 14:34,02-06-2024 15:15,Successful,256.96,5,"552, Datta Zila
Kalyan-Dombivli-847716",02-06-2024 14:57,394
7164,298,102,Chole Bhature,06-06-2024 00:22,06-06-2024 00:42,Successful,344.37,4,"99/48, Sen Zila
Karimnagar 376026",06-06-2024 01:01,123
7165,92,154,Biryani,17-04-2024 06:54,17-04-2024 07:44,Successful,668.03,1,"H.No. 454
Ramaswamy Street
Nagaon-692571",17-04-2024 07:30,93
7166,423,202,Biryani,09-02-2024 07:49,09-02-2024 09:05,Successful,303.89,4,"92, Karpe Circle, South Dumdum-281263",09-02-2024 08:09,437
7167,72,246,Paneer Tikka,08-07-2024 20:42,08-07-2024 21:09,Successful,721.55,5,"98
Chopra Nagar, Kakinada 673883",08-07-2024 21:16,481
7168,276,299,Tandoori Chicken,23-01-2024 22:00,23-01-2024 23:30,Cancelled,340.34,1,"H.No. 979
Kapadia
Visakhapatnam 086232",23-01-2024 22:40,149
7169,253,92,Samosa,02-07-2024 22:21,02-07-2024 23:44,Successful,662.54,3,"311
Gill Nagar, Ramgarh-764047",02-07-2024 22:41,56
7170,383,212,Biryani,09-07-2024 10:13,09-07-2024 11:42,Successful,748.78,4,"H.No. 47
Hora Street
Hospet-830949",09-07-2024 10:51,364
7171,230,87,Dosa,07-01-2024 03:50,07-01-2024 05:06,Successful,406.54,4,"033
Chakraborty Road, Karawal Nagar 982982",07-01-2024 04:18,305
7172,302,231,Dosa,23-08-2024 07:41,23-08-2024 09:15,Successful,787.48,5,"H.No. 288
Kara Road
Cuttack-356704",23-08-2024 08:20,98
7173,127,217,Chole Bhature,03-03-2024 21:35,03-03-2024 22:08,Successful,283.51,4,"03/36, Ganesan Nagar
Gaya 410496",03-03-2024 22:14,430
7174,404,263,Tandoori Chicken,08-08-2024 18:40,08-08-2024 20:21,Successful,840.83,5,"73, Bumb Circle, Alappuzha-344641",08-08-2024 19:19,193
7175,300,250,Dosa,11-06-2024 08:29,11-06-2024 09:48,Successful,926.71,5,"13/321, Gandhi Marg, Bardhaman 756628",11-06-2024 08:55,235
7176,62,39,Aloo Paratha,01-09-2024 17:50,01-09-2024 19:36,Successful,413.41,3,"60
Dhaliwal, Surendranagar Dudhrej-224848",01-09-2024 18:21,356
7177,117,268,Aloo Paratha,28-04-2024 12:11,28-04-2024 12:46,Cancelled,319.52,3,"H.No. 10, Sundaram Zila, Arrah 157280",28-04-2024 12:32,145
7178,32,176,Aloo Paratha,11-05-2024 09:32,11-05-2024 11:01,Successful,929.72,1,"12, Bera Ganj, Katihar-894467",11-05-2024 09:58,475
7179,215,112,Butter Chicken,24-01-2024 03:11,24-01-2024 04:59,Successful,589.94,2,"H.No. 267
Batta Chowk, Delhi 689294",24-01-2024 03:41,252
7180,284,120,Pav Bhaji,04-04-2024 05:38,04-04-2024 06:40,Successful,496.36,1,"H.No. 61, Ram Circle, Agartala 404125",04-04-2024 06:14,223
7181,146,115,Aloo Paratha,14-04-2024 17:43,14-04-2024 18:50,Successful,578.22,5,"H.No. 51
Chhabra, Madhyamgram-998887",14-04-2024 18:05,131
7182,269,221,Samosa,09-05-2024 18:48,09-05-2024 20:34,Successful,300.22,4,"H.No. 254, Agate Street, Etawah 174715",09-05-2024 19:15,417
7183,120,125,Dal Makhani,16-02-2024 00:39,16-02-2024 01:32,Successful,708.44,3,"H.No. 43, Varkey Road, Bhagalpur 949589",16-02-2024 01:05,379
7184,395,218,Dal Makhani,06-04-2024 22:41,06-04-2024 23:06,Successful,301.36,3,"H.No. 99, Borde Road, Vasai-Virar 257411",06-04-2024 23:16,218
7185,476,80,Pav Bhaji,30-05-2024 14:02,30-05-2024 15:02,Successful,806.42,3,"85, Sarna Chowk, Vadodara 757389",30-05-2024 14:36,71
7186,112,71,Tandoori Chicken,12-09-2024 22:05,12-09-2024 22:38,Successful,670.23,3,"H.No. 829
Iyengar Nagar
Ulhasnagar 463992",12-09-2024 22:27,415
7187,402,59,Biryani,27-01-2024 10:24,27-01-2024 12:05,Successful,949.1,3,"23/672
Mall Marg, Junagadh-843263",27-01-2024 10:46,283
7188,15,259,Chole Bhature,08-01-2024 03:14,08-01-2024 04:39,Successful,471.33,1,"H.No. 60, Jayaraman
Jabalpur-986052",08-01-2024 03:48,313
7189,53,169,Chole Bhature,04-04-2024 19:12,04-04-2024 20:23,Successful,845.08,5,"57/96
Bajwa, Ahmednagar-181253",04-04-2024 19:46,52
7190,414,28,Dal Makhani,23-01-2024 13:57,23-01-2024 15:22,Successful,131.45,2,"H.No. 82, Solanki Path, Nandyal 610341",23-01-2024 14:33,16
7191,438,246,Aloo Paratha,03-02-2024 09:19,03-02-2024 11:08,Cancelled,372.19,3,"283
Dash Nagar, Danapur-268108",03-02-2024 09:41,333
7192,33,17,Dosa,20-05-2024 15:54,20-05-2024 16:34,Successful,852.85,3,"722, Loke Nagar
Khora  759505",20-05-2024 16:17,391
7193,337,125,Dosa,05-05-2024 12:08,05-05-2024 12:40,Successful,497.68,5,"87, Seth Circle
Aizawl-073152",05-05-2024 12:35,187
7194,227,59,Dal Makhani,15-01-2024 02:52,15-01-2024 04:18,Successful,395.1,1,"234, Rout Ganj, Bhubaneswar 175363",15-01-2024 03:20,54
7195,320,152,Dosa,30-01-2024 21:51,30-01-2024 23:40,Successful,812.98,2,"H.No. 34, Chaudry Road
Gudivada-547086",30-01-2024 22:29,161
7196,463,223,Biryani,08-05-2024 00:16,08-05-2024 00:49,Successful,559.43,2,"21/615
Swamy Chowk
Saharanpur-338584",08-05-2024 00:45,396
7197,31,107,Pav Bhaji,07-01-2024 07:22,07-01-2024 08:45,Successful,470.24,5,"H.No. 824, Trivedi Road, Firozabad-199563",07-01-2024 07:45,228
7198,209,227,Aloo Paratha,01-05-2024 15:17,01-05-2024 16:45,Successful,467.66,1,"661, Karnik Marg
Firozabad 997890",01-05-2024 15:53,44
7199,386,208,Chole Bhature,15-08-2024 18:32,15-08-2024 20:12,Successful,965.72,1,"H.No. 79
Rajagopal Road, Nellore 790168",15-08-2024 19:01,373
7200,446,205,Pav Bhaji,30-03-2024 22:19,30-03-2024 23:46,Successful,736.81,3,"H.No. 737
Mangat Chowk
Parbhani 274073",30-03-2024 22:57,406
7201,9,22,Paneer Tikka,25-05-2024 06:42,25-05-2024 08:27,Successful,783.4,3,"18/90
Kara Ganj
Gandhinagar 954232",25-05-2024 07:22,480
7202,338,223,Aloo Paratha,25-02-2024 00:16,25-02-2024 01:19,Successful,139.01,3,"H.No. 56, Bath, Gwalior-696117",25-02-2024 00:51,405
7203,423,291,Tandoori Chicken,26-06-2024 16:35,26-06-2024 17:23,Cancelled,162.21,2,"26/231
Mandal Chowk
Kakinada-070715",26-06-2024 17:00,158
7204,404,259,Biryani,15-02-2024 07:07,15-02-2024 08:27,Successful,210.79,3,"88/285, Karpe
Pali 036530",15-02-2024 07:27,427
7205,422,215,Samosa,15-09-2024 02:36,15-09-2024 04:25,Successful,878.58,4,"H.No. 029, Sharma Ganj
New Delhi 263920",15-09-2024 02:56,94
7206,266,39,Butter Chicken,03-05-2024 16:27,03-05-2024 17:35,Successful,246.7,2,"H.No. 106, Wagle Road, Kumbakonam 347504",03-05-2024 16:57,246
7207,143,232,Chole Bhature,29-05-2024 09:03,29-05-2024 10:11,Successful,967.64,5,"34/264
Chada Ganj
Guntur-100011",29-05-2024 09:32,312
7208,484,200,Dal Makhani,12-05-2024 05:14,12-05-2024 06:06,Cancelled,697.81,4,"H.No. 41
Sane Marg
Thoothukudi 573240",12-05-2024 05:51,50
7209,254,141,Paneer Tikka,17-08-2024 09:33,17-08-2024 11:26,Cancelled,406.21,4,"243, Desai Marg, Hubli–Dharwad-042124",17-08-2024 09:53,146
7210,89,152,Paneer Tikka,15-03-2024 15:53,15-03-2024 17:49,Successful,617.37,1,"626
Joshi Path
Ambattur 597323",15-03-2024 16:18,118
7211,344,58,Biryani,06-06-2024 20:18,06-06-2024 21:28,Successful,183.22,1,"17/524, Kulkarni Street
Panvel-269181",06-06-2024 20:57,355
7212,409,119,Dal Makhani,24-07-2024 10:00,24-07-2024 10:44,Successful,260.53,5,"H.No. 431
Bumb Street, Saharanpur 444377",24-07-2024 10:22,190
7213,30,88,Paneer Tikka,13-03-2024 16:11,13-03-2024 17:02,Cancelled,798.04,1,"53, Yogi Nagar
Mau-532069",13-03-2024 16:40,126
7214,445,213,Tandoori Chicken,31-03-2024 16:13,31-03-2024 16:34,Successful,609.9,4,"70/286, Mander Marg
Rajkot 383712",31-03-2024 16:52,298
7215,324,149,Paneer Tikka,27-08-2024 04:51,27-08-2024 05:15,Cancelled,625.01,4,"H.No. 661, Chaudhary Marg, Nagpur-364518",27-08-2024 05:21,103
7216,102,283,Biryani,09-01-2024 05:23,09-01-2024 05:56,Successful,850.94,2,"48
Kari Path, Silchar 613368",09-01-2024 05:53,30
7217,128,66,Samosa,08-05-2024 09:14,08-05-2024 10:10,Cancelled,114.94,5,"H.No. 690
Karan Street
Chandigarh-404151",08-05-2024 09:54,376
7218,15,281,Dal Makhani,14-05-2024 22:42,15-05-2024 00:16,Successful,763.13,4,"04/30
Date Road
Raichur-729319",14-05-2024 23:03,301
7219,380,80,Samosa,07-07-2024 23:05,08-07-2024 01:01,Successful,235.78,2,"827, Kant Ganj
Amroha 111623",07-07-2024 23:41,448
7220,447,118,Dosa,25-04-2024 01:41,25-04-2024 02:05,Successful,716.06,5,"70, Sarin Street, Gopalpur 823028",25-04-2024 02:05,103
7221,473,118,Butter Chicken,23-01-2024 02:13,23-01-2024 03:35,Successful,458.29,4,"78/75, Arora Street, Korba 827777",23-01-2024 02:52,294
7222,303,83,Samosa,04-01-2024 16:58,04-01-2024 17:28,Cancelled,244.19,1,"H.No. 20, Dani Nagar
Katni-095286",04-01-2024 17:36,109
7223,277,146,Aloo Paratha,02-03-2024 20:58,02-03-2024 22:12,Successful,171.4,2,"94/600
Balay Street, Panvel 694664",02-03-2024 21:28,110
7224,348,210,Pav Bhaji,02-02-2024 05:20,02-02-2024 07:15,Successful,284.89,1,"89/260
Jha Road, Jamalpur-282642",02-02-2024 05:46,251
7225,309,194,Dosa,18-04-2024 05:11,18-04-2024 06:31,Successful,344.31,3,"43/173
Kohli Ganj, Giridih-789940",18-04-2024 05:41,44
7226,392,277,Dal Makhani,05-07-2024 04:32,05-07-2024 06:04,Successful,843.87,3,"60/42, Wali, Bhilai-703056",05-07-2024 04:58,134
7227,139,159,Butter Chicken,11-08-2024 04:28,11-08-2024 05:35,Cancelled,721.95,1,"70
Handa Road, Bardhaman 967316",11-08-2024 05:07,220
7228,308,86,Paneer Tikka,28-03-2024 18:08,28-03-2024 19:06,Successful,178.01,4,"H.No. 036
Bava Nagar, Nangloi Jat-046130",28-03-2024 18:38,25
7229,457,152,Dal Makhani,22-04-2024 01:35,22-04-2024 03:09,Successful,906.82,3,"52/485
Bandi Street
Nagaon 795009",22-04-2024 01:59,51
7230,436,130,Samosa,19-02-2024 08:07,19-02-2024 08:56,Successful,127.31,3,"79, Srinivas Nagar, Bidar 599880",19-02-2024 08:40,18
7231,150,139,Pav Bhaji,12-06-2024 12:36,12-06-2024 13:58,Successful,442.71,5,"21
Kalita Chowk
Sri Ganganagar 820937",12-06-2024 13:15,379
7232,151,111,Biryani,21-05-2024 07:37,21-05-2024 09:09,Successful,958.03,1,"559, Dasgupta Street, Thanjavur 797571",21-05-2024 08:17,96
7233,61,24,Aloo Paratha,11-03-2024 09:42,11-03-2024 11:00,Successful,621.44,3,"H.No. 03
Shanker Street, Howrah 359666",11-03-2024 10:10,168
7234,263,106,Aloo Paratha,08-06-2024 15:50,08-06-2024 16:16,Successful,198.78,3,"H.No. 907, Thakkar Road, Chinsurah 764742",08-06-2024 16:21,296
7235,418,171,Paneer Tikka,03-03-2024 16:32,03-03-2024 17:52,Successful,574.17,4,"937
Ramaswamy Street
Dindigul 840660",03-03-2024 17:12,20
7236,39,8,Biryani,09-01-2024 07:36,09-01-2024 09:02,Successful,676.73,1,"84/307, Chahal Nagar
Jalgaon 313916",09-01-2024 08:12,383
7237,250,223,Samosa,07-04-2024 10:55,07-04-2024 11:23,Successful,321.49,1,"H.No. 965, Bahri Ganj, Siliguri 542533",07-04-2024 11:22,481
7238,42,159,Butter Chicken,06-08-2024 20:00,06-08-2024 20:52,Successful,653.19,2,"880
Goda Street
Ghaziabad-587398",06-08-2024 20:26,489
7239,57,243,Biryani,15-07-2024 18:46,15-07-2024 20:09,Cancelled,490.4,5,"40
Khurana, Gorakhpur-543236",15-07-2024 19:07,141
7240,296,130,Tandoori Chicken,24-01-2024 07:58,24-01-2024 09:58,Successful,473.68,5,"379, Chander Marg
Serampore-462474",24-01-2024 08:28,265
7241,428,120,Dosa,19-08-2024 06:09,19-08-2024 07:56,Successful,928.35,1,"24/75, Dewan
Raipur 063428",19-08-2024 06:31,297
7242,290,38,Aloo Paratha,02-09-2024 05:20,02-09-2024 06:22,Successful,912.35,3,"01/98
Suri Street, Chittoor 649850",02-09-2024 05:57,107
7243,430,183,Chole Bhature,09-01-2024 06:34,09-01-2024 07:19,Successful,688.32,2,"99, Shukla Street
Malda-687671",09-01-2024 07:11,115
7244,436,23,Paneer Tikka,16-06-2024 15:38,16-06-2024 16:10,Successful,920.35,1,"H.No. 996
Contractor Circle, Siwan 726327",16-06-2024 16:18,278
7245,437,151,Aloo Paratha,24-08-2024 11:49,24-08-2024 12:32,Successful,268.28,2,"904
Tailor Zila
Ulhasnagar-901933",24-08-2024 12:15,52
7246,302,85,Dal Makhani,07-04-2024 14:47,07-04-2024 16:05,Successful,245.04,5,"H.No. 57
Varty Zila
Gorakhpur-445798",07-04-2024 15:17,453
7247,129,224,Tandoori Chicken,25-08-2024 07:13,25-08-2024 08:05,Cancelled,349.09,2,"H.No. 079
Biswas Path
Dehradun-889607",25-08-2024 07:34,477
7248,354,31,Chole Bhature,17-08-2024 07:05,17-08-2024 09:05,Successful,714.66,5,"988
Sani Nagar, Sultan Pur Majra-411659",17-08-2024 07:35,161
7249,74,95,Tandoori Chicken,05-06-2024 04:50,05-06-2024 06:39,Successful,865.44,1,"951, Sangha Path
Darbhanga-231400",05-06-2024 05:10,159
7250,30,89,Aloo Paratha,05-07-2024 16:38,05-07-2024 17:53,Successful,948.34,1,"H.No. 892, Bhavsar Zila
Pune-746147",05-07-2024 16:58,60
7251,95,163,Samosa,09-06-2024 07:27,09-06-2024 08:10,Successful,653.18,1,"95/88
Borah Ganj
Latur-665499",09-06-2024 08:07,215
7252,255,137,Paneer Tikka,26-02-2024 14:24,26-02-2024 15:49,Successful,657.09,1,"332, Bhardwaj Marg
Imphal-127344",26-02-2024 14:54,119
7253,58,102,Butter Chicken,10-07-2024 10:19,10-07-2024 11:14,Successful,923.07,1,"567, Sundaram Street, Ranchi 227112",10-07-2024 10:50,274
