customer_id,customer_name,address,city,email,phone_number
485,Siya Bava,"H.No. 14, Dugal Path, Tinsukia-931672",Bengaluru,anya58@hotmail.com,7690017525
486,Kiara Mall,"45/60, Bath Road
Tadipatri 955672",Chennai,nishithdate@gmail.com,6740343525
487,Arhaan Date,"21/32, Baral Zila
Nizamabad 041479",Jaipur,bavanayantara@sankar-chadha.com,7243963124
488,Mishti Toor,"H.No. 20, Karan Ganj, Pimpri-Chinchwad 360419",Kolkata,sahotabhamini@hotmail.com,8379573288
489,Farhan Dhaliwal,"12/350, Golla Street, Nellore-806745",Delhi,anvigala@ramachandran.info,9.13321E+11
490,Aarush Kara,"79/55
Rana Ganj, Visakhapatnam 708013",Kolkata,vbassi@baria.info,8917232802
491,Diya Boase,"133, Bhatia Marg
Udupi 504583",Kolkata,parinaaz94@hotmail.com,3400801435
492,Urvi Brar,"81
Mangat Path
Davanagere-946929",Chennai,ira38@salvi.biz,7398501201
493,Vivaan Chaudry,"H.No. 64, Dyal Chowk
Hubli–Dharwad 527123",Bengaluru,hanshdeo@gmail.com,3671114419
494,Sumer Wali,"H.No. 09, Tella
Jodhpur 674900",Hyderabad,brahmbhattdishani@ghosh.net,4300007798
495,Jayan Bala,"78/615
Chakraborty Circle, Parbhani 182474",Ahmedabad,bgade@yahoo.com,5239909721
496,Dhanuk Edwin,"581
Arya, Bahraich-871379",Jaipur,imahajan@yahoo.com,9.18269E+11
497,Azad Shan,"78
Sarkar Chowk, Morbi-766648",Kolkata,samairabutala@hotmail.com,9.15743E+11
498,Miraya Chaudhary,"12/151
Saha Chowk
Imphal 244932",Jaipur,nbakshi@dara.info,7029099739
499,Onkar Ahuja,"H.No. 490
Tak Road, Howrah 920084",Hyderabad,bkar@sodhi.com,9759322359
500,Drishya Talwar,"41/90
Datta Ganj, Chinsurah-048152",Bengaluru,ugole@raval.biz,9.14544E+11
